[0.10671903093939838, 0.8088728828787611, 0, 1, 0]
[0.5657200757773926, 0.6913303617339751, 0, 1, 0]
[0.8383470794963593, 0.0563257656794266, 1, 0, 0]
[0.8685607332765328, 0.16105736903022938, 1, 0, 0]
[0.4888498732318367, 0.23414987865343617, 1, 0, 0]
[0.0728492056690373, 0.8568540076876844, 0, 1, 0]
[0.16095922305880883, 0.21007170112078988, 0, 1, 0]
[0.09271450173168949, 0.6291246743299526, 0, 1, 0]
[0.8708650277411422, 0.24024487279667162, 1, 0, 0]
[0.21869932429243055, 0.1028653156452809, 1, 0, 0]
[0.3075195767380158, 0.6529725119440678, 0, 1, 0]
[0.032927439573545936, 0.2645238692770574, 0, 1, 0]
[0.24351137341240114, 0.8936109149696561, 0, 1, 0]
[0.806326667998056, 0.9753762351171805, 0, 1, 0]
[0.3020577340324503, 0.8061597349751888, 0, 1, 0]
[0.498216567674727, 0.6343945766836356, 0, 1, 0]
[0.3277080823238646, 0.2072797062465339, 1, 0, 0]
[0.7536707270339131, 0.6161160678744848, 1, 0, 0]
[0.5772007608599823, 0.46819473981969384, 1, 0, 0]
[0.2625592528625834, 0.4015866624841532, 0, 1, 0]
[0.15832404038599857, 0.9901915326881313, 0, 1, 0]
[0.87632412067154, 0.1389702142554855, 1, 0, 0]
[0.407932261248394, 0.5127258831895447, 0, 1, 0]
[0.19561635144214473, 0.6620464618215904, 0, 1, 0]
[0.016043532175227027, 0.8505146869847018, 0, 1, 0]
[0.10841961324496752, 0.6415810755591949, 0, 1, 0]
[0.13837338851008396, 0.42997428174013896, 0, 1, 0]
[0.12123693190377005, 0.10070587985650292, 1, 0, 0]
[0.9378515925054133, 0.737017017933231, 1, 0, 0]
[0.7117283443083582, 0.03788727184019214, 1, 0, 0]
[0.2440947440122767, 0.27369847376559053, 0, 1, 0]
[0.5949956958365631, 0.29893974448595395, 1, 0, 0]
[0.9123175402347217, 0.46755431691991567, 1, 0, 0]
[0.3337796188304223, 0.00036337135421826705, 1, 0, 0]
[0.5498564927431249, 0.6748447255108432, 0, 1, 0]
[0.27786047779096856, 0.6421201465325143, 0, 1, 0]
[0.8892753532387526, 0.027589953377162413, 1, 0, 0]
[0.1611940061636794, 0.8204065481605209, 0, 1, 0]
[0.16434571014044663, 0.7951028896303332, 0, 1, 0]
[0.7980542939008315, 0.2570946086301876, 1, 0, 0]
[0.42140220516141935, 0.3976559303479893, 1, 0, 0]
[0.20978564059450988, 0.25883384415916233, 0, 1, 0]
[0.5415850700587305, 0.41172842338594995, 1, 0, 0]
[0.7649335024124846, 0.4010442593698058, 1, 0, 0]
[0.2818221462044074, 0.19928912661129272, 1, 0, 0]
[0.5159675777839727, 0.1624433948339422, 1, 0, 0]
[0.362341714092383, 0.3112529422366279, 1, 0, 0]
[0.02995254914084755, 0.2455381573323493, 0, 1, 0]
[0.9113604961161631, 0.6170952206655081, 1, 0, 0]
[0.5232590807215233, 0.34406630646056624, 1, 0, 0]
[0.29888334489887325, 0.48246875237663656, 0, 1, 0]
[0.08205562023725088, 0.7665149730980295, 0, 1, 0]
[0.7925128210867384, 0.6738291039198, 1, 0, 0]
[0.769474947105967, 0.09350906689554783, 1, 0, 0]
[0.734167858203546, 0.7534932977479293, 0, 1, 0]
[0.21839522676683376, 0.3685306285256654, 0, 1, 0]
[0.5457057799526562, 0.32611472976461753, 1, 0, 0]
[0.5128462877041862, 0.8823282852422791, 0, 1, 0]
[0.9823553480454479, 0.37115525654722126, 1, 0, 0]
[0.3081124594992145, 0.16760757429103357, 1, 0, 0]
[0.5062096802369053, 0.9549248719436534, 0, 1, 0]
[0.2193625082035131, 0.700451974876963, 0, 1, 0]
[0.1751425316567825, 0.9845145949638913, 0, 1, 0]
[0.21118536093576523, 0.011723842348454805, 1, 0, 0]
[0.241827546953574, 0.539556261455497, 0, 1, 0]
[0.009209537643294796, 0.4722584090132971, 0, 1, 0]
[0.7998608156197954, 0.9748250648836924, 0, 1, 0]
[0.4407168200963115, 0.4672118593647546, 0, 1, 0]
[0.013718658576895693, 0.8723557204388929, 0, 1, 0]
[0.39718765783012044, 0.8678565320068135, 0, 1, 0]
[0.49928204547024346, 0.48245401855980674, 1, 0, 0]
[0.5166371496992994, 0.17468756819132747, 1, 0, 0]
[0.7781443826653505, 0.044186358755999966, 1, 0, 0]
[0.9903461945861145, 0.19592097473138093, 1, 0, 0]
[0.8798210710132776, 0.543486918951197, 1, 0, 0]
[0.26592162025985433, 0.21157873265293836, 1, 0, 0]
[0.10061521889960978, 0.8995509713870539, 0, 1, 0]
[0.4654746799444899, 0.574008719981096, 0, 1, 0]
[0.29823842956307234, 0.9749760198185277, 0, 1, 0]
[0.5903360989475068, 0.37253776777154957, 1, 0, 0]
[0.8466615203333748, 0.8930133768549204, 0, 1, 0]
[0.4427664496532323, 0.4482946868051916, 0, 1, 0]
[0.21528454304579037, 0.21379042750567223, 1, 0, 0]
[0.3778181162752329, 0.6627175589652068, 0, 1, 0]
[0.694756154524221, 0.7978632844723914, 0, 1, 0]
[0.25259789055968795, 0.22055396398727845, 1, 0, 0]
[0.5994767288868383, 0.6621676163282577, 0, 1, 0]
[0.2912442667092372, 0.4345054394138992, 0, 1, 0]
[0.33962226855847666, 0.09406662697919987, 1, 0, 0]
[0.5310907619109949, 0.7574269522507372, 0, 1, 0]
[0.012105336429593883, 0.00903924159428382, 1, 0, 0]
[0.675988421382843, 0.42800886658344306, 1, 0, 0]
[0.26778149904834647, 0.5137488382459197, 0, 1, 0]
[0.7102302487561959, 0.7937921035941503, 0, 1, 0]
[0.874835455644744, 0.4092971652772499, 1, 0, 0]
[0.2648746252821327, 0.1704174612602286, 1, 0, 0]
[0.8977730009086319, 0.4420490902472749, 1, 0, 0]
[0.3728525334232673, 0.350916307362262, 1, 0, 0]
[0.9828285593836631, 0.9675956818110383, 1, 0, 0]
[0.9301407460916989, 0.7021393045004728, 1, 0, 0]
[0.011650032086545803, 0.31373567311562733, 0, 1, 0]
[0.4720719897786686, 0.7214772714769159, 0, 1, 0]
[0.8498182072294364, 0.8769325466323243, 0, 1, 0]
[0.11661146919787824, 0.8526365760323379, 0, 1, 0]
[0.03231416915776708, 0.04890237437635958, 0, 1, 0]
[0.818953160909898, 0.9777475094150866, 0, 1, 0]
[0.522016988532422, 0.9999259946916944, 0, 1, 0]
[0.012950968352177683, 0.3762002944478994, 0, 1, 0]
[0.6139916862079171, 0.7464108780983006, 0, 1, 0]
[0.895247730190514, 0.0441795136026909, 1, 0, 0]
